Influence,Participant,Email,Name,Joined Date,Approximate Locations,Assessment Amount,Civility Pledge,"Civility Pledge: Yes, I agree",Friend Referral,Friend Referral: Yes,Friend Referral: No,How did you hear about this survey?,How did you hear about this survey?: From a friend,How did you hear about this survey?:  From the news media,How did you hear about this survey?: I received an email from the City inviting me to participate,How did you hear about this survey?: From the City’s website,How did you hear about this survey?: From a social media post by a friend/business/organization I follow,How did you hear about this survey?: From a City Council meeting or from a Councillor,How did you hear about this survey?:  From one of the City’s social media channels,How long have you been living in Prince George?,How long have you been living in Prince George?: More than 10 years,How long have you been living in Prince George?: 6-10 years,How long have you been living in Prince George?: 3-5 years,How long have you been living in Prince George?: Less than 1 year,How long have you been living in Prince George?: 1-2 years,New Learnings,New Learnings: Yes,New Learnings: No,Other Processes,Other Processes: Yes,Other Processes: No,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Pools,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Arenas,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Playgrounds,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Sidewalks,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Roads,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Stormwater drainage,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Energy – heat and electricity,Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Nature parks and trails,"Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",Please indicate the category(ies) of infrastructure that you feel should be the City’s highest priority(ies) for investment: Performing Arts,Process Evaluation,Property Type,Provide your input to the City of Prince George,Provide your input to the City of Prince George: Submit,Satisfaction  Roads and Sidewalks Services,Satisfaction Bylaw Enforcement,Satisfaction Community Planning and Infrastructure,Satisfaction Community Support services,Satisfaction Corporate Services,Satisfaction Fire Protection,"Satisfaction Parks, Trails, and Beautification",Satisfaction Police Services,Satisfaction Public Transit,Satisfaction Recreation and Community Services,Satisfaction Services that attract and retain business and facilitate development,Satisfaction Snow and Ice Control,Support for Final Decision,Support for Final Decision: Yes,Support for Final Decision: No,Support for Group Results,Support for Group Results: Yes,Support for Group Results: No,What do you feel are key topics the City should consider as it establishes its 2023 budget?,Corporate Services,Community Planning and Infrastructure,Services that attract and retain business and facilitate development,Community Support services ,"Parks, Trails, and Beautification",Recreation and Community Services, Public Transit Services,Roads and Sidewalks,Snow and Ice Control,Bylaw Enforcement Services,Fire Protection Services,Police Services,Services that attract and retain business and facilitate development Weight,Community Planning and Infrastructure Weight,Community Support services  Weight,Snow and Ice Control Weight,Roads and Sidewalks Weight,"Parks, Trails, and Beautification Weight",Recreation and Community Services Weight,Police Services Weight,Fire Protection Services Weight,Bylaw Enforcement Services Weight, Public Transit Services Weight,Corporate Services Weight
1,f0e46d98-f0eb-4cdf-a9eb-6b01b46ac620,,Guest,"Nov 03, 2022  7:09pm",Burnaby (CA),,,,Yes,Selected,,From the City’s website,,,,Selected,,,,1-2 years,,,,,Selected,No,,Selected,No,,Selected,"Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails",,,,Selected,Selected,Selected,Selected,Selected,,,7,,,,10,10,10,,6,10,7,1,10,7,7,10,No,,Selected,No,,Selected,"Establish and train a board of variance to help expedite minor variance approvals and reduce the burden on staff. 

Establish a rental maintenance & standards bylaw and overhaul the business licensing program.",Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 10% Increase (153.6222472),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : Keep the Same (117.09),,Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 15% Increase (97.72989271),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),65,100,62,99,97,84,63,,,,100,
1,261f5759-24bd-45b7-a92d-b5c178469720,,Guest,"Nov 03, 2022  8:23pm",Vancouver (CA),210000,,,"No, because it's too general, can't pick the things that matter within the general buget item",,Selected,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,No,,Selected,No,,Selected,"Sidewalks, Stormwater drainage",,,,Selected,,Selected,,,,,1,,Submit,Selected,1,0,0,7,0,9,7,6,,7,0,1,Yes,Selected,,No,,Selected,"wheel chair access for the disabled and elderly, better sidewalks, better transit, lowering of taxes, no more parkades, no more raises for anyone working for the city, no more hiring",Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 15% Increase (160.6050766),Services that attract and retain business and facilitate development: 15% Decrease (3),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: 15% Increase (97.72989271),Roads and Sidewalks: 15% Increase (129.0516159),Snow and Ice Control: 15% Increase (228.8766454),Bylaw Enforcement Services: 15% Decrease (40.79341094),Fire Protection Services: Keep the Same (381.15), 5% Decrease (582.0230197),2,3,13,76,80,79,17,56,59,3,98,1
1,1e37eabe-309b-475b-a821-aded6442e9e3,,Guest,"Nov 03, 2022 10:09pm",Prince George (CA),,,,Yes,Selected,,From the news media,,Selected,,,,,,More than 10 years,Selected,,,,,No,,Selected,,,,"Playgrounds, Sidewalks, Roads, Stormwater drainage, Nature parks and trails, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",,,Selected,Selected,Selected,Selected,,Selected,Selected,,10,,Submit,Selected,8,,6,7,,8,8,8,6,8,7,8,Yes,Selected,,Yes,Selected,,"Maintenance of infrastructure - water sewer drainage. First priority
Trails parks rec activities. Second priority.
Maintain police fire snow removal etc",Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : Keep the Same (117.09),Keep the same (96.36),Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 10% Decrease (43.19302335),Fire Protection Services: Keep the Same (381.15),Police Services: 10% Increase (673.9213912),44,50,,78,78,64,63,100,100,,62,43
1,dccc2eef-fc20-4abc-925e-95b7fe65007d,,Guest,"Nov 03, 2022 10:13pm",Burnaby (CA),,,,,,,From the City’s website,,,,Selected,,,,Less than 1 year,,,,Selected,,,,,,,,"Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails",,,,,Selected,Selected,Selected,Selected,,,,,,,,,,5,,,,,,,,,,,,,,,,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 5% Decrease (111.2336357),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 5% Decrease (362.0903532), 5% Decrease (582.0230197),67,76,20,73,74,83,67,,34,46,13,30
1,7609415c-c8ab-469b-b717-05ba6c33a905,,Guest,"Nov 03, 2022 10:22pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15900895-ada7-4535-aa3f-b13f5e9d9e94,,Guest,"Nov 03, 2022 11:12pm",Prince George (CA),,,,Yes,Selected,,,,,,,,,,3-5 years,,,Selected,,,No,,Selected,Yes,Selected,,"Roads, Energy – heat and electricity, Nature parks and trails",,,,,Selected,,Selected,Selected,,,,,Submit,Selected,,,,1,,,,4,3,,,,Yes,Selected,,Yes,Selected,,,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Increase (134.6512432),"Parks, Trails, and Beautification: 10% Decrease (86.72585687)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: 15% Increase (704.5541818),64,,100,67,,,,96,,26,69,1
1,4c94ab5b-9107-47ed-831b-ae21cf0e0890,,Guest,"Nov 04, 2022 12:26am",Prince George (CA),300000,,,"Yes, Anything else available?",Selected,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,Stormwater drainage,,,,,,Selected,,,,,4,,Submit,Selected,9,2,2,8,,8,8,8,9,9,9,9,No,,Selected,Yes,Selected,,"Taking care of what we already have, have a budget and stick to it. Have a community plan then STICK to it, zoning changes are happening too often. It looks like we didn't have a good plan to begin with and we are the ones living here not developers.",Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 10% Decrease (105.3792338),Keep the same (96.36),Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 5% Increase (50.39186057),Fire Protection Services: 5% Decrease (362.0903532), 5% Decrease (582.0230197),14,84,13,30,12,66,14,9,10,64,11,8
1,582a3329-d570-444f-b019-58f044b3ccee,,Guest,"Nov 04, 2022 12:40am",Prince George (CA),"300,000",,,"No, Slider scale that had presets",,Selected,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,Yes,Selected,,No,,Selected,"Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity",,,,Selected,Selected,Selected,Selected,,,,3,,Submit,Selected,7,0,1,1,1,10,7,10,0,2,1,3,No,,Selected,No,,Selected,"Pairing back the unrealistic wages people are making to do a poor job.  Get people doing their jobs, you hear nothing about bylaw officers fining people for letting their dogs run amuck, cleaning up the disgusting messes that people leave for downtown businesses, get those people making the messes cleaning.  It’s been a s**tshow with Lynn Hall, all the free for all of vandalism and thievery & the huge cost overruns.  Disgusting..",Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Increase (7),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 15% Decrease (81.90775371)",Recreation and Community Services: 15% Decrease (146.1924744), Public Transit Services: 15% Decrease (72.23513809),Roads and Sidewalks: 5% Decrease (106.6078566),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),75,76,2,100,80,1,1,100,76,74,1,1
1,9b363edf-0bd6-47fd-bb00-0ac84a338788,,Guest,"Nov 04, 2022 12:50am",Prince George (CA),491000,,,No,,Selected,From a social media post by a friend/business/organization I follow,,,,,Selected,,,3-5 years,,,Selected,,,,,,,,,"Sidewalks, Roads, Energy – heat and electricity, Nature parks and trails",,,,Selected,Selected,,Selected,Selected,,,10,,Submit,Selected,7,5,,6,10,10,6,10,,,,6,,,,,,,,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 5% Decrease (111.2336357),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 15% Decrease (323.9755792),Police Services: Keep the Same (612.66),67,66,2,64,64,,45,100,,64,4,69
1,0df38f4b-1633-4f9d-8a35-a700b6adef7c,,Guest,"Nov 04, 2022  1:08am",Prince George (CA),,,,,,,From the City’s website,,,,Selected,,,,More than 10 years,Selected,,,,,,,,,,,Nature parks and trails,,,,,,,,Selected,,,,,Submit,Selected,,,,,,,,,,,,,,,,,,,Buylaw parks and dog control on leash. Dog poop all over the walking trails lot of signs about fines but no bylaw offices . Great stream of revenue and Keeps the trails for people standing in dog poop,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: 15% Decrease (146.1924744), Public Transit Services: 15% Decrease (72.23513809),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 15% Increase (55.19108539),Fire Protection Services: 15% Decrease (323.9755792),Police Services: 15% Decrease (520.7574387),,,,,,,,,,100,,
1,69f62756-efc3-40b9-88f9-4d34e1644f52,,Guest,"Nov 04, 2022  1:10am",Surrey (CA),,,,,,,From the City’s website,,,,Selected,,,,6-10 years,,Selected,,,,,,,,,,"Pools, Arenas, Playgrounds, Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity, Nature parks and trails, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,,,,Submit,Selected,4,3,,,,,,,,,,4,,,,,,,,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 5% Decrease (111.2336357),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: 15% Increase (129.0516159),Snow and Ice Control: 15% Increase (228.8766454),Bylaw Enforcement Services: 5% Increase (50.39186057),Fire Protection Services: 5% Increase (400.2051272),Police Services: Keep the Same (612.66),,,56,77,80,73,61,76,76,,63,38
1,315161ac-0633-4f18-b041-e32b6609deac,,Guest,"Nov 04, 2022  3:27am",Prince George (CA),,,,,,,From one of the City’s social media channels,,,,,,,Selected,3-5 years,,,Selected,,,,,,,,,"Sidewalks, Roads, Energy – heat and electricity, Nature parks and trails, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",,,,Selected,Selected,,Selected,Selected,Selected,,,residential,Submit,Selected,1,5,5,2,5,8,7,2,1,3,5,4,,,,,,,"Increase services for the homeless population, and others at risk. Increase funding for sectors that decrease the risks of people becoming homeless, including affordable housing policies, increasing food security, and encouraging businesses to have affordable food options in the downtown area. The homelessness crisis in Prince George is a systematic issue that needs to be addressed. This city is the northern capital, yet we can't even treat our citizens properly.",Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 15% Increase (134.6512432),Keep the same (96.36),Recreation and Community Services: 15% Increase (197.7898183), Public Transit Services: 15% Increase (97.72989271),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 5% Increase (400.2051272), 10% Decrease (551.3902292),3,64,100,91,91,74,100,17,76,29,100,23
1,f1c59428-a98d-4903-bb54-caacf470431e,,Guest,"Nov 04, 2022  3:41am",Prince George (CA),385000,,,No,,Selected,From the City’s website,,,,Selected,,,,3-5 years,,,Selected,,,No,,Selected,No,,Selected,"Playgrounds, Energy – heat and electricity, Nature parks and trails",,,Selected,,,,Selected,Selected,,,3,,Submit,Selected,6,0,0,0,0,2,,,0,,0,7,No,,Selected,No,,Selected,"Spend less money, cut the fat, support people who pay into the tax base, not the problem addicts and criminal trespassers that get lots of attention. Focus on areas other the downtown shithole, and remember that if people wanted a high poverty high-density bleeding heart dump to live in, we would move to Vancouver.",Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 15% Decrease (118.7081001),Services that attract and retain business and facilitate development: 15% Decrease (3),Community Support services : 15% Decrease (99.52483193),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 15% Decrease (72.23513809),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 15% Decrease (40.79341094),Fire Protection Services: 15% Decrease (323.9755792),Police Services: Keep the Same (612.66),1,34,1,,35,,,83,9,1,1,1
1,3c43e214-b7de-4741-ad67-36dffcd42f3a,,Guest,"Nov 04, 2022  3:47am",Powell River (CA),,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Roads, Stormwater drainage",,,,,Selected,Selected,,,,,,,,,,0,,,,8,,1,,,,9,,,,,,,"The way our downtown looks, absolutely a disgrace and people can't even go in to town feeling safe anymore!",Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: 10% Decrease (125.6909295),Services that attract and retain business and facilitate development: 10% Decrease (4),Community Support services : Keep the Same (117.09),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 15% Increase (228.8766454),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: Keep the Same (381.15),Police Services: 5% Increase (643.2886007),,,,100,69,,,100,100,32,,
1,130a83bf-fc01-4aae-9e4a-986f2c80b7e4,,Guest,"Nov 04, 2022  4:22am",Prince George (CA),800000,,,,,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,,,,,,,"Roads, Energy – heat and electricity, Nature parks and trails",,,,,Selected,,Selected,Selected,,,,,Submit,Selected,4,2,,,0,8,,8,4,,,5,,,,,,,,Corporate Services: 15% Decrease (336.7888809),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 5% Increase (122.9424394),Keep the same (96.36),Recreation and Community Services: 5% Decrease (163.3915891), Public Transit Services: 15% Decrease (72.23513809),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: 10% Increase (218.9254869),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),79,30,,79,58,,52,58,59,25,3,1
1,7f01213a-c3cb-4b90-8b29-d351632581b0,,Guest,"Nov 04, 2022  4:33am",Prince George (CA),"15,000",,,,,,From a friend,Selected,,,,,,,More than 10 years,Selected,,,,,,,,,,,"Playgrounds, Sidewalks, Roads",,,Selected,Selected,Selected,,,,,,,,Submit,Selected,3,,,,,,,,4,,,4,,,,,,,,,,,Community Support services : 5% Increase (122.9424394),,Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 10% Increase (218.9254869),,Fire Protection Services: Keep the Same (381.15), 10% Decrease (551.3902292),,,83,69,67,60,62,45,56,,43,
1,2a985bb7-6fa0-4797-8985-207e04f8037d,,Guest,"Nov 04, 2022  6:27am",Prince George (CA),"553,000",,,"Yes, So that they can have their voice heard regarding where they would like their tax dollars allocated.",Selected,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,No,,Selected,Yes,Selected,,"Arenas, Roads, Performing Arts",,Selected,,,Selected,,,,,Selected,6,,Submit,Selected,7,6,,3,,3,8,2,,7,,9,Yes,Selected,,Yes,Selected,,"Look at aging infrastructure that needs replacing. (Kopar Memorial Arena for example)
Increase police presence in the city to combat the increase in criminal activity.
Increase funding for emergency services, so that ambulances are able to be staffed and sent out by 9-11 in a timely fashion.",Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 5% Decrease (111.2336357),Keep the same (96.36),Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: 15% Decrease (72.23513809),,Snow and Ice Control: 5% Increase (208.9743284),Bylaw Enforcement Services: 5% Decrease (45.59263576),Fire Protection Services: 10% Increase (419.2625142),Police Services: 10% Increase (673.9213912),38,39,23,88,78,44,64,100,100,,1,37
1,eda7a9c0-263b-4224-885d-60939d9f4b5b,,Guest,"Nov 04, 2022  6:53am",Prince George (CA),344000,,,Yes,Selected,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,More than 10 years,Selected,,,,,No,,Selected,Yes,Selected,,"Playgrounds, Sidewalks, Roads, Stormwater drainage, Energy – heat and electricity",,,Selected,Selected,Selected,Selected,Selected,,,,,,Submit,Selected,9,,2,3,4,7,9,,3,3,3,4,Yes,Selected,,Yes,Selected,,,Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 15% Increase (134.6512432),"Parks, Trails, and Beautification: 10% Increase (105.9982695)",Recreation and Community Services: 10% Increase (189.190261), Public Transit Services: 5% Increase (89.23164117),Roads and Sidewalks: 15% Increase (129.0516159),Snow and Ice Control: 10% Increase (218.9254869),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: 10% Increase (419.2625142),Police Services: Keep the Same (612.66),70,77,100,97,97,100,97,68,97,,96,25
1,553bdccf-9897-44fc-b1bd-45b53512e17a,,Guest,"Nov 04, 2022  7:48am",Prince George (CA),430000,,,No,,Selected,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Energy – heat and electricity, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds",,,,,,,Selected,,Selected,,4,,,,7,7,,8,8,9,4,6,9,8,2,9,Yes,Selected,,No,,Selected,,Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: 15% Increase (9),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 10% Increase (105.9982695)",, Public Transit Services: 15% Decrease (72.23513809),Roads and Sidewalks: 5% Increase (117.8297362),Snow and Ice Control: 10% Decrease (179.1208529),Bylaw Enforcement Services: 15% Decrease (40.79341094),Fire Protection Services: 5% Decrease (362.0903532),Police Services: Keep the Same (612.66),84,,28,37,38,77,70,83,72,34,21,35
1,900108c4-57d0-4e8e-ab34-b53b80910e7d,,Guest,"Nov 04, 2022 11:11am",Prince George (CA),600000,,,,,,From one of the City’s social media channels,,,,,,,Selected,6-10 years,,Selected,,,,,,,,,,"Pools, Playgrounds, Sidewalks, Roads, Stormwater drainage, Nature parks and trails",Selected,,Selected,Selected,Selected,Selected,,Selected,,,,,Submit,Selected,4,7,,4,,10,7,,3,8,,3,,,,,,,"Consider upstream options instead of policing 

Protect moores meadow as a park and green space",Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: Keep the Same (139.66),Services that attract and retain business and facilitate development: Keep the Same (6.46),Community Support services : 10% Increase (128.7968413),"Parks, Trails, and Beautification: 5% Increase (101.1801663)",Recreation and Community Services: 5% Increase (180.5907037), Public Transit Services: Keep the Same (84.98),,,Bylaw Enforcement Services: 5% Decrease (45.59263576),, 5% Decrease (582.0230197),,42,100,76,79,100,100,39,100,,18,1
1,af31b14d-94ba-46df-add6-f2989d39b8bd,,Guest,"Nov 04, 2022  3:40pm",Prince George (CA),,,,No,,Selected,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Arenas, Roads, Nature parks and trails",,Selected,,,Selected,,,Selected,,,5,,,,,,1,,,,1,,,,,,Yes,Selected,,No,,Selected,"We need more ice arenas. We need to build properly designed and properly sized paved parking lots for the Pidherny trails recreation site at Foothills and Vellencher AND at the north end of Pidherny Road, the current parking areas are far too small and unsafe for the high number of users and for access for emergency rescue vehicles.",Corporate Services: 10% Decrease (356.5999916),Community Planning and Infrastructure: 15% Increase (160.6050766),Services that attract and retain business and facilitate development: 15% Increase (9),Community Support services : 15% Decrease (99.52483193),"Parks, Trails, and Beautification: 15% Increase (110.8163727)",Recreation and Community Services: 15% Increase (197.7898183), Public Transit Services: 15% Decrease (72.23513809),Roads and Sidewalks: 10% Decrease (100.9969168),Snow and Ice Control: 10% Decrease (179.1208529),Bylaw Enforcement Services: 10% Decrease (43.19302335),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),88,88,10,21,49,100,85,30,30,22,1,10
1,af26b3ae-01cc-4e22-a109-ab7ee3e4be39,,Guest,"Nov 04, 2022  4:00pm",Vancouver (CA),,,,,,,From a social media post by a friend/business/organization I follow,,,,,Selected,,,3-5 years,,,Selected,,,,,,,,,"Sidewalks, Nature parks and trails, Outdoor recreation facilities such as basketball courts, tennis courts, and ball diamonds, Performing Arts",,,,Selected,,,,Selected,Selected,Selected,,,,,,,3,,1,,3,,1,,2,1,,,,,,,,,,,Community Support services : 5% Decrease (111.2336357),,, Public Transit Services: 5% Increase (89.23164117),,,,,,,,,,51,100,,,,,,1
1,1a0abc42-9ef3-42f1-b720-af7c05120e0d,,Guest,"Nov 04, 2022  4:11pm",Prince George (CA),647,,,"Yes, Need more resident involvement to to assist in the direction of Prince George",Selected,,From one of the City’s social media channels,,,,,,,Selected,More than 10 years,Selected,,,,,Yes,Selected,,Yes,Selected,,"Playgrounds, Stormwater drainage, Energy – heat and electricity, Performing Arts",,,Selected,,,Selected,Selected,,,Selected,,,Submit,Selected,,3,4,,,6,6,,,6,5,6,Yes,Selected,,Yes,Selected,,"Fixing the downtown dumpster fire, applying city bylaws equally from area to area not subjective based on an opinion of the area.",Corporate Services: Keep the Same (396.22),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Increase (7),Community Support services : 10% Decrease (105.3792338),"Parks, Trails, and Beautification: 5% Decrease (91.54396003)",Recreation and Community Services: Keep the Same (171.99), Public Transit Services: 5% Decrease (80.73338963),Roads and Sidewalks: Keep the Same (112.22),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: Keep the Same (47.99),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),60,60,30,,,45,45,60,60,55,25,45
1,ed00f19e-394a-4996-9b2c-5bc21aed527a,,Guest,"Nov 04, 2022  4:29pm",Prince George (CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,fe8030c2-b555-44f9-96ec-24a68367a818,,Guest,"Nov 04, 2022  6:06pm",Burnaby (CA),"650,000",,,,,,From one of the City’s social media channels,,,,,,,Selected,1-2 years,,,,,Selected,,,,,,,"Sidewalks, Roads",,,,Selected,Selected,,,,,,,,Submit,Selected,4,,4,,,,,,,,,,,,,,,,"Paving the back alleyways of Millar Addition community. They are littered with pot holes, jagged edges. A grader comes in the spring and scrapes away any gravel that was there. It’s be so much nicer to have paved pathways to access peoples garages and driveways",Corporate Services: 5% Decrease (376.4111022),Community Planning and Infrastructure: 5% Increase (146.6394178),Services that attract and retain business and facilitate development: 5% Decrease (5),Community Support services : 10% Decrease (105.3792338),Keep the same (96.36),Recreation and Community Services: Keep the Same (171.99), Public Transit Services: Keep the Same (84.98),Roads and Sidewalks: 10% Increase (123.440676),Snow and Ice Control: Keep the Same (199.02),Bylaw Enforcement Services: 10% Increase (52.79147298),Fire Protection Services: Keep the Same (381.15),Police Services: Keep the Same (612.66),,59,,,63,,50,,,61,,
